X,Y
3.732010531488160199e-01,-3.307479705649730706e-01
3.715593639973914231e-01,-3.350540207232175494e-01
3.697579839546029090e-01,-3.415968851128753370e-01
3.656822425751201644e-01,-3.469906969486112880e-01
3.643848634022728294e-01,-3.424893881699088150e-01
3.691873894631619857e-01,-3.455678488890053801e-01
3.702848551302225788e-01,-3.421694701696551544e-01
3.671763517737998139e-01,-3.414213595226820441e-01
3.666648082010643961e-01,-3.314444230813557990e-01
3.648349297846165129e-01,-3.238197514657338294e-01
3.627975336094994563e-01,-3.237953680572674964e-01
3.625238766085880915e-01,-3.239142201255928999e-01
3.589007004673431256e-01,-3.253917096582989998e-01
3.615061905424173938e-01,-3.313731041512837372e-01
3.664280901409677771e-01,-3.302298010782290794e-01
3.737290025431546647e-01,-3.322382782766928333e-01
3.693832391312976693e-01,-3.304008055137164224e-01
3.648875963997171845e-01,-3.299063250653715418e-01
3.648602099152082889e-01,-3.277175009682846696e-01
3.629221804854079747e-01,-3.260257767393600625e-01
3.640582459315142572e-01,-3.229378516499207818e-01
3.611537539453300028e-01,-3.138220091857629179e-01
3.590344017303159774e-01,-3.167026942076633378e-01
3.571510184078870442e-01,-3.188689565099382395e-01
3.564256060280984184e-01,-3.159234454051955132e-01
3.652024554923566368e-01,-3.280666783732284486e-01
3.634373204392609691e-01,-3.316949273526548780e-01
3.742751420157034992e-01,-3.146972428884813877e-01
3.825621710577139511e-01,-3.131262084175712168e-01
3.822810942173808235e-01,-3.205508016790962755e-01
4.005575560039004723e-01,-3.186500823471913324e-01
4.015093447729003451e-01,-3.274535368806362201e-01
3.932725928681818361e-01,-3.220831962431404127e-01
3.768756622086406605e-01,-3.306337649529493272e-01
3.998298752764426478e-01,-3.269201832925040518e-01
4.132590854276765313e-01,-3.159890752645516665e-01
3.902017632313730111e-01,-3.265789674504018802e-01
3.819246337424050952e-01,-3.210257178746315221e-01
3.961791677968582448e-01,-3.124662116715846150e-01
6.692417132025204607e-01,8.506660959414353851e-01
6.677757941098820815e-01,8.538478017431549993e-01
6.698378227136847496e-01,8.552803335283075681e-01
6.809795153614122132e-01,8.589814761751786154e-01
6.810928064137169446e-01,8.568415309560055704e-01
6.967398057363771713e-01,8.666339401364344663e-01
6.963904706772471309e-01,8.618264267948830826e-01
7.012471441110039727e-01,8.575115944879776464e-01
7.182021816370428580e-01,8.657642367884281764e-01
7.149339089442092732e-01,8.634251752128505597e-01
7.026059278041725253e-01,8.634382963546601841e-01
6.934605794132608914e-01,8.636059438806585886e-01
6.874336328567429710e-01,8.636912137287471314e-01
6.713126111627937265e-01,8.578704990626655480e-01
6.524287393441715599e-01,8.474322027201983687e-01
6.500327374686575288e-01,8.360044099398671325e-01
6.534231267332022419e-01,8.370536783034320250e-01
6.502896579561386892e-01,8.419739863723941786e-01
6.527292965748019427e-01,8.426258350418931453e-01
6.548094965759170272e-01,8.585402197022288240e-01
6.598922814151584326e-01,8.611028308518190455e-01
6.656388508742802079e-01,8.625940131185805271e-01
6.659281613443123193e-01,8.605155736770897512e-01
6.652126775993516539e-01,8.716024879312357365e-01
6.658776747630340553e-01,8.723166444611635262e-01
6.685543409477031629e-01,8.640786278236682882e-01
6.719877241946171642e-01,8.497183186273290501e-01
6.713493967534150952e-01,8.425195773240097274e-01
6.737179275067843864e-01,8.544294657599489362e-01
6.847286251438247096e-01,8.591893692141712169e-01
6.876479147586960217e-01,8.510966856423338722e-01
7.047976495145165110e-01,8.534640900349146353e-01
6.984482272679131132e-01,8.503611675097721978e-01
6.944934046537321048e-01,8.564131913250256911e-01
6.984898834026185277e-01,8.605929245087776680e-01
6.892281200140855102e-01,8.574271478901385191e-01
6.890050050664592307e-01,8.637291674896198090e-01
6.825356532143520560e-01,8.547317469945673318e-01
6.818365583530804352e-01,8.545416692296734507e-01
6.774073071152972858e-01,8.519992266142656367e-01
6.813355017909805689e-01,8.490854480522066483e-01
6.863609314493571700e-01,8.426508869752611375e-01
6.838478093160572646e-01,8.353068800716758613e-01
6.947395893652319465e-01,8.358521474150382158e-01
6.965557003198081798e-01,8.391053865814335211e-01
1.897063694204921935e+00,1.100784382230987068e+00
6.943517952809434846e-01,8.348452063436365700e-01
6.885247498306729108e-01,8.296285252848036862e-01
6.884577824073040420e-01,8.230946296684205077e-01
6.844713580620902516e-01,8.180819554033100793e-01
1.961877686553179512e+00,8.827266488780616260e-01
6.856738786727737400e-01,8.196923085748069049e-01
6.949625176497375989e-01,8.214915593774544389e-01
6.941081338494839992e-01,8.334741244215567724e-01
6.939561777315845781e-01,8.380681092838639934e-01
6.828890790581421122e-01,8.413943165636410537e-01
6.706295853951707020e-01,8.529497779952071035e-01
6.615809374445822399e-01,8.540809241901367033e-01
6.540809882778138018e-01,8.500544446353170969e-01
6.509913960406037425e-01,8.408463083219723799e-01
6.454965162871995066e-01,8.414259337134195604e-01
6.353592651210028253e-01,8.438466802259136923e-01
6.340506992392324070e-01,8.404654672336016041e-01
6.273563695351225267e-01,8.408521051149027148e-01
6.295387181463181214e-01,8.379251924720029221e-01
6.377772514667439108e-01,8.337566652399972522e-01
6.379765507121946122e-01,8.363632722809170028e-01
6.311124180811947815e-01,8.459190872246575843e-01
6.255980027193254189e-01,8.475729249941279519e-01
6.267185701958390975e-01,8.392139151094000216e-01
6.274634433039577575e-01,8.484420661527914964e-01
6.286744434489385247e-01,8.530152781180877497e-01
6.256915665744747779e-01,8.561429391655377419e-01
4.090735334506100385e-01,8.584685767686710545e-01
4.801913484797959430e-01,8.404633761528250702e-01
4.924273330781092639e-01,8.401019716082015476e-01
4.748714618474915161e-01,8.394066653804144185e-01
4.775352015094115332e-01,8.384706436894322490e-01
5.067886556005124499e-01,8.417889600233102732e-01
5.205830071657001623e-01,8.400039686069233902e-01
5.265552480508263189e-01,8.399279311218115218e-01
5.387095325801349865e-01,8.438333694859869727e-01
5.523700078240818545e-01,8.578272368892432276e-01
5.654350402482849480e-01,8.640108166748110552e-01
5.642785458764545403e-01,8.525671633212512646e-01
5.688954722643487782e-01,8.487724524333128961e-01
5.692062184237608458e-01,8.537583779502748715e-01
5.729624237548303078e-01,8.651011517767613901e-01
5.695607716763273487e-01,8.697426027073233978e-01
5.758286914358929920e-01,8.773192171486839941e-01
5.795697646015584015e-01,8.789092942430629662e-01
5.766700616815474412e-01,8.788523811827105847e-01
5.757859791614372558e-01,8.847011435978594518e-01
5.713421967323986106e-01,8.964268889826929598e-01
5.795620100192686586e-01,8.953247386786146178e-01
5.779445314648364862e-01,9.012917624732744715e-01
5.822141468845533074e-01,9.037553824190605045e-01
5.854646305668652628e-01,8.939542404037549295e-01
5.832638785302864948e-01,8.836800378288409696e-01
5.715807486611650390e-01,8.815772532214420920e-01
5.629718639292061733e-01,8.833897585100995986e-01
5.508229927473292653e-01,8.792939644276871469e-01
5.352384448448834764e-01,8.765655139211112612e-01
5.414381472851120813e-01,8.682771843233445530e-01
5.389809956523194945e-01,8.690696296628863671e-01
5.477912203675979752e-01,8.507344341214977401e-01
5.692764028052830216e-01,8.731331447037443683e-01
5.780508393268999345e-01,8.801252331225553061e-01
5.844795489011647138e-01,8.737231552656006262e-01
5.879103297924005433e-01,8.840553860405699904e-01
5.877324447417897613e-01,8.739619331156330828e-01
2.459811212908598055e-01,-2.551658363107649485e-01
2.536436049329530151e-01,-2.529533406060389122e-01
2.560326847621419155e-01,-2.508726192063628346e-01
2.616757929991000431e-01,-2.476224229855780723e-01
2.611930399017928783e-01,-2.482645371871630424e-01
2.578783013191935369e-01,-2.450222586838173289e-01
2.555008590752747555e-01,-2.473402189350381863e-01
2.494058985621233626e-01,-2.512238031220823675e-01
2.508806540849566336e-01,-2.469066116818692536e-01
2.531956308635899822e-01,-2.540234299370046078e-01
2.518703501372339115e-01,-2.503745255753218601e-01
2.545137076843103641e-01,-2.593623194027532275e-01
2.505551689994993669e-01,-2.629698034871477130e-01
2.518514730022061165e-01,-2.642106447202971498e-01
2.490395556235244223e-01,-2.648906617803432062e-01
2.419335268108787629e-01,-2.777944371303675553e-01
2.426231966975695986e-01,-2.729541277087817464e-01
2.451024532127307198e-01,-2.700784184815084865e-01
2.525660789500712156e-01,-2.637317067028958628e-01
2.610312199708050285e-01,-2.684379723662848050e-01
2.628116666673886437e-01,-2.725673764091213758e-01
2.555851153638288853e-01,-2.643164278387868382e-01
2.510733803722479118e-01,-2.559652985464370145e-01
2.416673100754580528e-01,-2.571377721149326612e-01
2.500591454485751042e-01,-2.485806742054177676e-01
2.517916216612761104e-01,-2.432376590511617087e-01
2.555198172143308133e-01,-2.411892252466733000e-01
2.588730409955306566e-01,-2.418625651947113320e-01
2.706647707443438078e-01,-2.525915034526392544e-01
2.761722132967193710e-01,-2.590505737380091600e-01
2.746598160767087515e-01,-2.620539101084312095e-01
2.779050613155502614e-01,-2.638078394244009472e-01
2.764944472941165410e-01,-2.599641241560534111e-01
2.755355839260161810e-01,-2.529508707548255853e-01
2.741953873211353532e-01,-2.418470977445081327e-01
2.761598134418991046e-01,-2.437431274413371374e-01
2.748159610203516623e-01,-2.448185860612816234e-01
2.737681559263358544e-01,-2.443706100330570452e-01
2.736453271884932148e-01,-2.442972628317113815e-01
2.761118924889163218e-01,-2.460723587502281207e-01
2.743650595930587910e-01,-2.512537903107229242e-01
2.724810557235859410e-01,-2.484015348559670822e-01
2.771503943018223115e-01,-2.544424409669597820e-01
2.750575229041192227e-01,-2.521076340151487960e-01
2.765601923890541602e-01,-2.443670802046221668e-01
2.766380973212918537e-01,-2.438119663817365224e-01
2.790760370513492017e-01,-2.371881504827954013e-01
2.770694147166383736e-01,-2.321264185575991346e-01
2.725241538000963137e-01,-2.257172072423629938e-01
2.679862895260418654e-01,-2.269859266720766489e-01
2.655412372660913567e-01,-2.273024790488082092e-01
2.670297117746022186e-01,-2.324812344722386459e-01
2.687777297192683879e-01,-2.330840944820288252e-01
2.696803027648636553e-01,-2.343989429576953665e-01
2.688998102506343635e-01,-2.312357821779245926e-01
2.660662151993385960e-01,-2.278355717979637929e-01
2.638137440631296293e-01,-2.251199901801767267e-01
2.658812256416043240e-01,-2.271657587614091256e-01
2.662328264855359228e-01,-2.258235056744232472e-01
2.646426998647225526e-01,-2.256048845174268291e-01
2.657885515640009411e-01,-2.324165958062353043e-01
2.634678376580912307e-01,-2.361102013300802882e-01
2.666961607959914549e-01,-2.430732749662107561e-01
2.680043329136974073e-01,-2.406683306693575830e-01
2.675468134979405166e-01,-2.410000737133602966e-01
2.655040717174643738e-01,-2.368244642529010735e-01
2.662310462302701630e-01,-2.362622311840328060e-01
2.660528004564017834e-01,-2.327843129051933857e-01
2.716451858849231460e-01,-2.303789951749536102e-01
2.749042212861584344e-01,-2.328455451141537569e-01
2.724911681298245458e-01,-2.391098417731563341e-01
2.683554714328152402e-01,-2.398378391035339285e-01
2.664830814593645014e-01,-2.350293906314339931e-01
2.671618023302466671e-01,-2.310878407913887211e-01
2.660564594049287246e-01,-2.201479717498108779e-01
2.687859761490387633e-01,-2.167271497910694678e-01
2.684314145354321779e-01,-2.138003848858808509e-01
2.684439222789567481e-01,-2.086832671566331010e-01
2.682184525260240537e-01,-2.022110749542758990e-01
2.671853332308059548e-01,-2.080322038322393874e-01
2.581203728097317684e-01,-2.124835936560533489e-01
2.584119228419444747e-01,-2.127306110691813135e-01
2.626296770773958178e-01,-2.196463431808649558e-01
2.664206283620222937e-01,-2.196255923401930210e-01
2.785792265942605983e-01,-2.259828826540821733e-01
2.826581485137269478e-01,-2.167485883423531656e-01
2.913274477399938611e-01,-2.249462025422278300e-01
2.993829862319771218e-01,-2.257017521359143963e-01
3.044122527420133340e-01,-2.311125961030265075e-01
3.115504532068860133e-01,-2.365752400563392588e-01
3.054843444754506976e-01,-2.380836008574019336e-01
3.050861489280402017e-01,-2.450130308993994643e-01
2.918579102367857558e-01,-2.465652654021702195e-01
2.932852245467565400e-01,-2.527899401276090252e-01
2.851378291830154454e-01,-2.567884866021946655e-01
2.819877631297498244e-01,-2.566640027992483919e-01
2.738408996472186940e-01,-2.481679723702742701e-01
2.734193140157116231e-01,-2.423460818193486910e-01
2.581576377122429822e-01,-2.256011695216515456e-01
2.570574007671344585e-01,-2.206974365607116961e-01
2.584832704798861736e-01,-2.171349162127504395e-01
2.677196609099637969e-01,-2.171359274361960023e-01
2.732873445487488118e-01,-2.198116453072043175e-01
2.810876412729251816e-01,-2.186242909183336580e-01
2.813463188033173967e-01,-2.219621575662413526e-01
2.815528202970541960e-01,-2.205197137393179740e-01
2.774441296605365537e-01,-2.236844302221123182e-01
2.754477807623990637e-01,-2.234929495282135803e-01
2.721907386833680720e-01,-2.183668297870865471e-01
2.681155802002299637e-01,-2.133050277180125742e-01
2.628159350778872527e-01,-2.167212273517730159e-01
2.579740572287608780e-01,-2.141530366065947377e-01
2.594719958203809407e-01,-2.212318409570776245e-01
2.580375306860400730e-01,-2.229829653265354705e-01
2.589358128933102465e-01,-2.272322867938463553e-01
2.589627325441785644e-01,-2.256304671662292538e-01
2.577613391166168055e-01,-2.173875535216429900e-01
2.580906730229262092e-01,-2.137019115374361733e-01
2.612053990864753317e-01,-2.115160487814381207e-01
2.547676987643907598e-01,-2.060075434011355011e-01
2.456826457274975395e-01,-2.085983567788487480e-01
2.475727101559650478e-01,-2.067979784178112790e-01
2.447057302246881116e-01,-2.026634631860124436e-01
2.479229086656565828e-01,-2.076409654979901875e-01
2.552994752115592680e-01,-2.104269874449953559e-01
2.558835181981842233e-01,-2.100415318523095876e-01
2.551197337216901673e-01,-2.142438425262900292e-01
2.584655577759655820e-01,-2.199769735526542203e-01
2.603484719859898711e-01,-2.263126229572746118e-01
2.436799912358500464e-01,-2.288521789366365911e-01
2.497989961489164301e-01,-2.262920888860787128e-01
2.539237373607621251e-01,-2.222391670087389137e-01
2.598429549288016061e-01,-2.228851392537650744e-01
2.595022611771099497e-01,-2.261124568311893290e-01
2.467281099408998868e-01,-2.238714318074537801e-01
2.554704062194050884e-01,-2.238310402670592447e-01
2.530919791439404376e-01,-2.177262594650748451e-01
2.638296713130334759e-01,-2.170918056733134871e-01
2.680843134626621493e-01,-2.165758347672995521e-01
2.718731472117451586e-01,-2.260826949147300424e-01
2.732025135439547503e-01,-2.259459756670702257e-01
2.762079964007689847e-01,-2.286705372439846728e-01
2.803125573771166890e-01,-2.304931948562600197e-01
2.777077492308596129e-01,-2.299206411637912950e-01
2.728319645140246941e-01,-2.256993414791059749e-01
2.683221165253889540e-01,-2.163755631787798728e-01
2.609727930306401378e-01,-2.132240148716656736e-01
2.545343024674305843e-01,-2.048287066197725936e-01
2.582987780943272194e-01,-2.036130768861764140e-01
2.605329096378575793e-01,-2.027392256172615703e-01
2.616757196815514552e-01,-2.014090847773520598e-01
2.735962228974230248e-01,-2.034146570929269426e-01
2.761547891763944662e-01,-2.032429607171806762e-01
2.807047397557228541e-01,-1.987728890036437601e-01
2.839654552095064455e-01,-1.901337148642360253e-01
2.788389731856999454e-01,-1.991416132538069705e-01
2.827482861533603398e-01,-2.027980661342996538e-01
2.953155445374968657e-01,-2.097846941261778952e-01
2.914026182508819840e-01,-2.098951529884889311e-01
2.896296769998184528e-01,-2.165033224406079926e-01
2.838870191732396631e-01,-2.133373456480049668e-01
2.712179835898855806e-01,-2.135852502472282977e-01
2.680309886870658742e-01,-2.156239012223314100e-01
2.811595656993710612e-01,-2.124593844174488544e-01
2.878585593785225605e-01,-2.159885845665031612e-01
2.935121693661773001e-01,-2.242423919146159794e-01
2.907188198155548076e-01,-2.283274429659636895e-01
2.929986778254681790e-01,-2.357083350554664836e-01
2.879566552985990402e-01,-2.305402780124516382e-01
2.839877092320449714e-01,-2.180496171895087709e-01
2.823544209320290044e-01,-2.109659706208573682e-01
2.808397949582197572e-01,-2.150509681803938478e-01
2.740127535767827860e-01,-2.314948260529782476e-01
2.727897876960204693e-01,-2.339606277148932323e-01
2.584062088353616948e-01,-2.414919676591307796e-01
2.574322724967882392e-01,-2.393123734327716745e-01
2.538968300932264999e-01,-2.373295272493679275e-01
2.402374316074757932e-01,-2.400509976887247321e-01
2.523174221350775737e-01,-2.390200615430700115e-01
2.584598986166066759e-01,-2.349940002732188171e-01
2.632031038712241422e-01,-2.369219824699515531e-01
2.598049310813582702e-01,-2.368319159626565418e-01
2.591972536768905044e-01,-2.313440106260812312e-01
2.482777375619390492e-01,-2.338933763619769901e-01
2.498824627666043074e-01,-2.375662427032942392e-01
2.417996517487364105e-01,-2.387221671258697442e-01
2.423365860047064779e-01,-2.388006939693154140e-01
2.363918152139629636e-01,-2.379146234089419831e-01
2.470039074093585696e-01,-2.418965117806900489e-01
2.550287506232460366e-01,-2.455152787679232840e-01
2.700626966880567137e-01,-2.460663562935574700e-01
2.813034053763480147e-01,-2.508438385079554966e-01
2.969827702087373678e-01,-2.462582117342650978e-01
3.028100011585312390e-01,-2.451832969247716987e-01
2.915622822254538837e-01,-2.353765928989144662e-01
2.850815382781228813e-01,-2.316726732674679878e-01
2.736780456460751743e-01,-2.283227778481428938e-01
2.720758793394886244e-01,-2.297105880336852979e-01
2.781712202235512854e-01,-2.435658229007302833e-01
2.790827603098617327e-01,-2.467170772998685813e-01
2.777968476351945215e-01,-2.474076163186984811e-01
2.819519552709900401e-01,-2.494496869413438123e-01
2.878993613693699993e-01,-2.282251748248317336e-01
2.883457432035037016e-01,-2.224243826435343130e-01
2.897070472060171986e-01,-2.220878993589017192e-01
2.874466478669405189e-01,-2.244975911627591358e-01
2.890767244479142128e-01,-2.115945510559414100e-01
2.987692310909107474e-01,-2.114828825321400929e-01
3.033009960523270765e-01,-2.101719409777687009e-01
2.972200856320718065e-01,-2.123937977619043682e-01
2.964100549141810426e-01,-2.133066678330390320e-01
2.931270545455243459e-01,-2.231197588942056553e-01
2.912343378530419802e-01,-2.314008238171704757e-01
3.127606011610463144e-01,-2.361829348831546160e-01
3.118166263846166020e-01,-2.369342444423011562e-01
3.063476148956580936e-01,-2.376564018932478262e-01
3.091809522937248866e-01,-2.451356534772934359e-01
3.146047510499303534e-01,-2.525518701629369533e-01
2.985317635469322273e-01,-2.505077805001824087e-01
2.939001221529981001e-01,-2.469079792749407920e-01
2.845707085705068140e-01,-2.451725784761768501e-01
2.854369093668154278e-01,-2.439293019196893952e-01
2.780432329785933465e-01,-2.329851552237363344e-01
2.819909627909493732e-01,-2.351468271383312381e-01
2.780284672327825168e-01,-2.381900457601952847e-01
2.769818324763975159e-01,-2.449886125257766945e-01
2.660839034481343734e-01,-2.531236342293999853e-01
2.595723378689349659e-01,-2.452533227003036997e-01
2.228889068756809699e-01,-2.397243410950497255e-01
2.250894564885257410e-01,-2.277908955283114989e-01
2.400752625952767838e-01,-2.331597547531562842e-01
2.506288614788427793e-01,-2.307396160929201523e-01
2.552158886788490344e-01,-2.241439934975861248e-01
2.494122098018110023e-01,-2.295245822710629824e-01
2.533658586862957973e-01,-2.319749336757825353e-01
2.603717876226034900e-01,-2.281361290239078965e-01
2.637230662715860374e-01,-2.380242082088750988e-01
2.649395598022110665e-01,-2.325060969472086403e-01
2.701069155591778737e-01,-2.383661446131786210e-01
2.704078862999149679e-01,-2.347519820221484754e-01
2.743989019476376079e-01,-2.411546449050012142e-01
2.731273505111232458e-01,-2.359887559561715253e-01
2.681789882261186309e-01,-2.315142203346300387e-01
2.629315339236162341e-01,-2.361331577405991200e-01
2.579012176971458015e-01,-2.345168620111368063e-01
2.570589006978296620e-01,-2.400843648005582254e-01
2.587959595431017501e-01,-2.432393354791675955e-01
2.625683333319349666e-01,-2.396579050079523099e-01
2.718502837200612587e-01,-2.423604833884954735e-01
2.856397156569284723e-01,-2.431501902910378488e-01
2.964668377058164994e-01,-2.293696181417570479e-01
2.974052341525331711e-01,-2.284327857799190453e-01
2.934227485425090487e-01,-2.233813090231799303e-01
2.984290309352685133e-01,-2.279630494523222084e-01
2.847088163360641522e-01,-2.328223582969554672e-01
2.801052248876105821e-01,-2.345370921574666534e-01
2.700281279764925602e-01,-2.370199457696207102e-01
2.719741454787406587e-01,-2.372814467052932752e-01
2.862704294408804362e-01,-2.382419511431888015e-01
2.854209712294629719e-01,-2.331696479159930391e-01
2.811986969153316140e-01,-2.299944333378417527e-01
2.789119952064096353e-01,-2.339379282459285170e-01
2.622659257068733485e-01,-2.319540657927757765e-01
2.681833127842853104e-01,-2.355476731048450345e-01
2.711625775929215054e-01,-2.393281980272120579e-01
2.727016713259197145e-01,-2.334332995006141998e-01
2.717062185109870853e-01,-2.389825051699253633e-01
2.778631643141373786e-01,-2.385252743043612123e-01
2.780769525587436508e-01,-2.386143215985663257e-01
2.714514885347902862e-01,-2.300698906284235346e-01
2.728761514678458289e-01,-2.241350790668157344e-01
2.694090122855404834e-01,-2.315594881344787970e-01
2.721652092329001071e-01,-2.437263187340744652e-01
2.715770213420106716e-01,-2.302004909287399537e-01
2.743314439224753265e-01,-2.273565896989753199e-01
2.736440748450816862e-01,-2.290602806743569086e-01
1.409520565768889622e+00,-1.476928314587204305e+00
2.735179403687763022e-01,-2.243438005363456167e-01
1.410092903664071029e+00,-1.474494979061302891e+00
2.757128026430886170e-01,-2.312198711793691519e-01
1.412434158786322058e+00,-1.479568549928500509e+00
2.705385261641843897e-01,-2.346605108113944960e-01
1.411913509366521824e+00,-1.479399417785707049e+00
1.407885055329812563e+00,-1.464411390998944018e+00
1.405099754184387706e+00,-1.456801787095238554e+00
1.409259714477782977e+00,-1.460151097385324004e+00
1.404528784278268327e+00,-1.460537137192767121e+00
1.403555611844464535e+00,-1.458871437898225487e+00
1.407987780162224478e+00,-1.465158350595905601e+00
1.408047567216894391e+00,-1.462202558283660858e+00
1.401625033114932029e+00,-1.456906302105761331e+00
1.398231742764045382e+00,-1.459097218189318479e+00
1.391589469894220610e+00,-1.460725187222033483e+00
1.394423389051865803e+00,-1.463002674155118532e+00
1.392056470151558534e+00,-1.475614749356926048e+00
1.399459738136461073e+00,-1.497137001896354125e+00
1.404367698407622100e+00,-1.497279684746031903e+00
1.423565036028031638e+00,-1.501658841933120492e+00
1.430550582835317552e+00,-1.507215227827931825e+00
1.430954193013747267e+00,-1.488645137074094515e+00
1.428369126019400470e+00,-1.480803191121477402e+00
1.423951420168257709e+00,-1.474115252109271745e+00
1.421301817580904459e+00,-1.475670629555787983e+00
1.422453929313609811e+00,-1.476795850921425846e+00
1.427590574181383021e+00,-1.483390896142236182e+00
1.444386900720707523e+00,-1.492990828177452212e+00
1.453875246217503747e+00,-1.494415913128343432e+00
1.451024235178492550e+00,-1.486226493957388151e+00
2.185308353890119015e+00,-1.657927628577670731e+00
1.786590569457024325e+00,-1.634588772012426805e+00
1.791699454720248275e+00,-1.225306220329621665e+00
1.373190087114092517e+00,-1.360190537380973952e+00
1.393285784805238237e+00,-1.386995558038738086e+00
1.430519303982096702e+00,-1.414205443851423327e+00
1.428909226774687902e+00,-1.414929276626798682e+00
1.435020714063086400e+00,-1.418065704433275620e+00
1.415230420088185559e+00,-1.397097542355361099e+00
1.428650718157207233e+00,-1.394078850804543634e+00
1.426006605729504662e+00,-1.382085861807289984e+00
1.448600604172328277e+00,-1.410800416097898857e+00
1.441160500490532570e+00,-1.406606616546437039e+00
1.439263791493320399e+00,-1.414126529096173090e+00
1.434604419972203004e+00,-1.410936887481319735e+00
1.418327417941043889e+00,-1.406561152697409556e+00
1.423862181708658303e+00,-1.417363788276434722e+00
1.424416720419359406e+00,-1.435222673395061932e+00
1.415745808550251450e+00,-1.443769943876854533e+00
1.418110763888516201e+00,-1.463685410351347471e+00
1.430220634940454483e+00,-1.471011669676189459e+00
1.422488471674973498e+00,-1.485007388683245111e+00
1.434079647956859827e+00,-1.485592297716249899e+00
1.441431822396065598e+00,-1.483700434879345886e+00
1.439849723718116037e+00,-1.488313637884458362e+00
1.445624887375865253e+00,-1.504892243940108454e+00
1.453915054542088692e+00,-1.503380431657807215e+00
1.464720506176737436e+00,-1.507142690184774647e+00
1.445404047556059224e+00,-1.524585682196752945e+00
1.461555093881270917e+00,-1.512511541703978724e+00
1.446965465215856783e+00,-1.523849173314716143e+00
1.465454106779371601e+00,-1.515517302848365278e+00
1.454974414883322131e+00,-1.516082878467230888e+00
1.466582881625424495e+00,-1.514168405369162418e+00
1.461065593814079966e+00,-1.516282397818671912e+00
1.467121910253872397e+00,-1.516713240282759445e+00
1.463656982187972799e+00,-1.516233145500542001e+00
1.466208550715960346e+00,-1.509020043353974216e+00
1.463583599229115517e+00,-1.507627675440246451e+00
1.472439301361328390e+00,-1.503155169196817020e+00
1.470661096729497519e+00,-1.502108030735218147e+00
1.472071125088351140e+00,-1.499916816502507411e+00
1.481660183694798016e+00,-1.498358087002781058e+00
1.477061317864533097e+00,-1.498669130307408448e+00
1.464931665710592634e+00,-1.493491272315848661e+00
1.457120227493216680e+00,-1.481207942949818390e+00
4.807411826887086903e-02,-1.879923389136345602e+00
4.788880144815710338e-02,-1.887123800641353100e+00
3.981185195605074778e-02,-1.881323138198371936e+00
4.025821542581908830e-02,-1.882115268008645259e+00
4.337961579519422628e-02,-1.890315259137933523e+00
4.802335407916025201e-02,-1.895770689143855048e+00
3.662335643062618606e-01,-2.538086203846404709e-01
3.657494100182155927e-01,-2.470197297343204035e-01
3.760769309250601156e-01,-2.406897989613732691e-01
3.793120190334489661e-01,-2.464583754311001074e-01
3.804268153319893542e-01,-2.517373110570727546e-01
3.831495851194083313e-01,-2.529607889382237129e-01
3.736495903240492078e-01,-2.640316989182246443e-01
3.710131960087600378e-01,-2.697499244687424635e-01
3.662537414316413553e-01,-2.740283174091912022e-01
3.685932869409171975e-01,-2.748669872185400265e-01
3.695994681362395617e-01,-2.682362408008193144e-01
3.748671869937544310e-01,-2.680766409198680478e-01
3.846258015195384572e-01,-2.686225185902425538e-01
3.852494228645331753e-01,-2.682576938384778620e-01
3.897747771057248900e-01,-2.539551837009952351e-01
3.938664962195104202e-01,-2.443242614101261978e-01
3.946998973157401780e-01,-2.377588713379708563e-01
3.978564166151424830e-01,-2.324442812284786553e-01
3.914755186553853239e-01,-2.426013107728396678e-01
3.961177733019424219e-01,-2.401426756377483540e-01
3.889311402769317083e-01,-2.467213394597355669e-01
3.892639092829377478e-01,-2.394324354597363314e-01
3.907918881457171922e-01,-2.391641005144153898e-01
3.897068461905511816e-01,-2.360124677479804589e-01
3.809916296102043853e-01,-2.376313804835939181e-01
3.807191764707512638e-01,-2.320192176754744540e-01
3.759290476573430295e-01,-2.445296275563484945e-01
3.751745352075955831e-01,-2.417200827413472086e-01
3.768851913331081604e-01,-2.549367991174017467e-01
3.739776061742924318e-01,-2.635008099025910600e-01
3.729300771157852967e-01,-2.763022240810413810e-01
3.734997620988698142e-01,-2.793368096929220168e-01
3.686706490145326143e-01,-2.825135651504748213e-01
3.629157134000060014e-01,-2.809815724775295842e-01
3.514074443057654262e-01,-2.811898075926931861e-01
3.506571690666966945e-01,-2.827452068376692940e-01
3.694594911534387349e-01,-2.802131828173923256e-01
3.739829602661022268e-01,-2.801323584643060638e-01
3.769352645372507360e-01,-2.805426893106228170e-01
3.735600932859926004e-01,-2.778374952808975729e-01
3.659143557405850067e-01,-2.733018990855212715e-01
3.643070428485425949e-01,-2.728991448735927916e-01
3.644076526884752476e-01,-2.666174447391305713e-01
3.645956105871249742e-01,-2.658384072149435062e-01
3.703890899572079842e-01,-2.638597043903598838e-01
3.694598924487166314e-01,-2.667011403256072111e-01
3.768349444136653292e-01,-2.594915917798227278e-01
3.743965527107895319e-01,-2.614941275451650449e-01
3.866769110175673485e-01,-2.564359969255050054e-01
3.849572803136080412e-01,-2.501860915255785800e-01
3.775372491822306387e-01,-2.461671407067657080e-01
3.738491711536910400e-01,-2.516612809434290998e-01
3.721633447079819024e-01,-2.533307700819230623e-01
3.712533005613401493e-01,-2.613756847886437584e-01
