X,Y
3.303440879073588077e-01,-2.675324308769458370e-01
-1.023600271210597823e+00,9.698850103207652396e-01
-1.027216498238730180e+00,-7.060504637578827181e-01
5.108098927571022574e-02,-1.926232189790280769e+00
1.432164658195469231e+00,-1.470353847548321546e+00
6.313552427591480054e-01,8.555924227251964220e-01
